"","Kingdom","Phylum","Class","Order","Family","Genus","Species",""
"ASV445","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV445"
"ASV3558","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV3558"
"ASV6013","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV6013"
"ASV1309","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV1309"
"ASV3786","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV3786"
"ASV2331","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","NA","ASV2331"
"ASV1592","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","NA","NA","ASV1592"
"ASV3933","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","NA","NA","ASV3933"
"ASV3396","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV3396"
"ASV2275","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV2275"
"ASV798","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV798"
"ASV453","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV453"
"ASV6558","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV6558"
"ASV1529","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV1529"
"ASV2231","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV2231"
"ASV3730","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV3730"
"ASV7897","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV7897"
"ASV1149","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV1149"
"ASV7602","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV7602"
"ASV3271","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","NA","NA","NA","ASV3271"
"ASV3030","Bacteria","NA","NA","NA","NA","NA","NA","ASV3030"
"ASV4117","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","ASV4117"
"ASV2181","Bacteria","MBNT15","NA","NA","NA","NA","NA","ASV2181"
"ASV5440","Bacteria","Desulfobacterota","NA","NA","NA","NA","NA","ASV5440"
"ASV4958","Bacteria","NA","NA","NA","NA","NA","NA","ASV4958"
"ASV6054","Bacteria","Sva0485","NA","NA","NA","NA","NA","ASV6054"
"ASV4041","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV4041"
"ASV3685","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Turneriella","NA","ASV3685"
"ASV3167","Bacteria","WPS-2","NA","NA","NA","NA","NA","ASV3167"
"ASV1634","Bacteria","WPS-2","NA","NA","NA","NA","NA","ASV1634"
"ASV4968","Bacteria","Planctomycetota","BD7-11","NA","NA","NA","NA","ASV4968"
"ASV6910","Bacteria","Planctomycetota","BD7-11","NA","NA","NA","NA","ASV6910"
"ASV6869","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","NA","NA","ASV6869"
"ASV4271","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","NA","NA","ASV4271"
"ASV1412","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera","NA","ASV1412"
"ASV4126","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","NA","ASV4126"
"ASV2619","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","NA","ASV2619"
"ASV2575","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Thermus","thermophilus","ASV2575"
"ASV1163","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Thermus","NA","ASV1163"
"ASV128","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Thermus","NA","ASV128"
"ASV3175","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Meiothermus","NA","ASV3175"
"ASV591","Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Meiothermus","silvanus","ASV591"
"ASV1536","Bacteria","Acetothermia","Acetothermiia","NA","NA","NA","NA","ASV1536"
"ASV2804","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","NA","ASV2804"
"ASV1018","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","NA","ASV1018"
"ASV980","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","NA","ASV980"
"ASV298","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","NA","ASV298"
"ASV1035","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","NA","ASV1035"
"ASV111","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","maris","ASV111"
"ASV2385","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","NA","ASV2385"
"ASV805","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","NA","ASV805"
"ASV124","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","NA","ASV124"
"ASV353","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium","NA","ASV353"
"ASV3020","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","NA","NA","ASV3020"
"ASV6081","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","NA","NA","ASV6081"
"ASV7586","Bacteria","NA","NA","NA","NA","NA","NA","ASV7586"
"ASV971","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV971"
"ASV374","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV374"
"ASV603","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV603"
"ASV677","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV677"
"ASV1039","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1039"
"ASV279","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV279"
"ASV820","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV820"
"ASV1633","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1633"
"ASV750","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV750"
"ASV3717","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV3717"
"ASV1086","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1086"
"ASV1660","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1660"
"ASV6212","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV6212"
"ASV7138","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV7138"
"ASV5636","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV5636"
"ASV1740","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1740"
"ASV3100","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV3100"
"ASV5480","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV5480"
"ASV3699","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV3699"
"ASV1566","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1566"
"ASV1567","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1567"
"ASV3889","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV3889"
"ASV4700","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV4700"
"ASV2364","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV2364"
"ASV4418","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV4418"
"ASV1422","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV1422"
"ASV5771","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV5771"
"ASV3464","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV3464"
"ASV4533","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV4533"
"ASV5931","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA","ASV5931"
"ASV3974","Bacteria","Proteobacteria","NA","NA","NA","NA","NA","ASV3974"
"ASV6127","Bacteria","NA","NA","NA","NA","NA","NA","ASV6127"
"ASV61","Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","ASV61"
"ASV1501","Bacteria","NA","NA","NA","NA","NA","NA","ASV1501"
"ASV5639","Bacteria","NA","NA","NA","NA","NA","NA","ASV5639"
"ASV1188","Bacteria","NA","NA","NA","NA","NA","NA","ASV1188"
"ASV3807","Bacteria","NA","NA","NA","NA","NA","NA","ASV3807"
"ASV5767","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria","NA","NA","NA","ASV5767"
"ASV133","Bacteria","NA","NA","NA","NA","NA","NA","ASV133"
"ASV90","Bacteria","NA","NA","NA","NA","NA","NA","ASV90"
"ASV3481","Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22","NA","NA","NA","ASV3481"
"ASV1553","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV1553"
"ASV5235","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV5235"
"ASV3698","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV3698"
"ASV107","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV107"
"ASV4001","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV4001"
"ASV3678","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV3678"
"ASV1584","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA","NA","ASV1584"
"ASV4055","Bacteria","Patescibacteria","Parcubacteria","NA","NA","NA","NA","ASV4055"
"ASV7778","Bacteria","Patescibacteria","Parcubacteria","NA","NA","NA","NA","ASV7778"
"ASV2761","Bacteria","Patescibacteria","Parcubacteria","NA","NA","NA","NA","ASV2761"
"ASV7007","Bacteria","Patescibacteria","Parcubacteria","NA","NA","NA","NA","ASV7007"
"ASV4302","Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria","NA","NA","NA","ASV4302"
"ASV5592","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","NA","NA","NA","ASV5592"
"ASV2203","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","NA","NA","NA","ASV2203"
"ASV3627","Archaea","Altiarchaeota","Altiarchaeia","Altiarchaeales","Altiarchaeaceae","Candidatus Altiarchaeum","NA","ASV3627"
"ASV4296","Archaea","Thermoplasmatota","NA","NA","NA","NA","NA","ASV4296"
"ASV471","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group III","NA","NA","NA","ASV471"
"ASV945","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group III","NA","NA","NA","ASV945"
"ASV439","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group III","NA","NA","NA","ASV439"
"ASV2439","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group III","NA","NA","NA","ASV2439"
"ASV1047","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV1047"
"ASV1220","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV1220"
"ASV1382","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV1382"
"ASV322","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV322"
"ASV2746","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV2746"
"ASV2096","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV2096"
"ASV1066","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV1066"
"ASV4311","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV4311"
"ASV788","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV788"
"ASV507","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV507"
"ASV690","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV690"
"ASV2241","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","ASV2241"
"ASV2112","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natrinema","NA","ASV2112"
"ASV964","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA011-D5","NA","NA","ASV964"
"ASV1929","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA011-D5","NA","NA","ASV1929"
"ASV1314","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV1314"
"ASV3133","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV3133"
"ASV4884","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV4884"
"ASV334","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV334"
"ASV2404","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV2404"
"ASV1736","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV1736"
"ASV5618","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV5618"
"ASV2005","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","NA","NA","NA","ASV2005"
"ASV3283","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Cenarchaeum","NA","ASV3283"
"ASV4973","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Cenarchaeum","NA","ASV4973"
"ASV4808","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","NA","NA","ASV4808"
"ASV3666","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","NA","NA","ASV3666"
"ASV2931","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","NA","ASV2931"
"ASV3385","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","NA","ASV3385"
"ASV2255","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","NA","ASV2255"
"ASV1159","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","NA","ASV1159"
"ASV2586","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","NA","ASV2586"
"ASV841","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus","NA","ASV841"
"ASV3107","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","NA","NA","ASV3107"
"ASV98","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA286-E23","NA","NA","ASV98"
"ASV3817","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA286-E23","NA","NA","ASV3817"
"ASV869","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA286-E23","NA","NA","ASV869"
"ASV660","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV660"
"ASV2240","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV2240"
"ASV480","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV480"
"ASV641","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV641"
"ASV1479","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV1479"
"ASV1385","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV1385"
"ASV523","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV523"
"ASV4953","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV4953"
"ASV1434","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade","NA","NA","NA","ASV1434"
"ASV2516","Bacteria","Margulisbacteria","NA","NA","NA","NA","NA","ASV2516"
"ASV2882","Bacteria","Margulisbacteria","NA","NA","NA","NA","NA","ASV2882"
"ASV3934","Bacteria","Margulisbacteria","NA","NA","NA","NA","NA","ASV3934"
"ASV747","Bacteria","Margulisbacteria","NA","NA","NA","NA","NA","ASV747"
"ASV1914","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV1914"
"ASV4617","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV4617"
"ASV3823","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV3823"
"ASV6403","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV6403"
"ASV966","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV966"
"ASV5504","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV5504"
"ASV3353","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV3353"
"ASV2664","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV2664"
"ASV6024","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV6024"
"ASV2197","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV2197"
"ASV1868","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV1868"
"ASV5567","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV5567"
"ASV3663","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV3663"
"ASV3450","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","ASV3450"
"ASV6928","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV6928"
"ASV6689","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV6689"
"ASV3687","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV3687"
"ASV6718","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV6718"
"ASV5090","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV5090"
"ASV3923","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV3923"
"ASV3335","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV3335"
"ASV4245","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV4245"
"ASV5194","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV5194"
"ASV6927","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV6927"
"ASV4579","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV4579"
"ASV4447","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV4447"
"ASV687","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV687"
"ASV8004","Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","ASV8004"
"ASV4145","Bacteria","Planctomycetota","OM190","NA","NA","NA","NA","ASV4145"
"ASV5256","Bacteria","Planctomycetota","OM190","NA","NA","NA","NA","ASV5256"
"ASV1221","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","NA","NA","ASV1221"
"ASV1364","Bacteria","NA","NA","NA","NA","NA","NA","ASV1364"
"ASV1169","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","NA","NA","ASV1169"
"ASV1492","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV1492"
"ASV1887","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV1887"
"ASV2122","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV2122"
"ASV3382","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV3382"
"ASV485","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV485"
"ASV255","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV255"
"ASV6272","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV6272"
"ASV5415","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV5415"
"ASV670","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV670"
"ASV265","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","NA","ASV265"
